0.1	1.0026798E-5
0.3	7.286425E-4
0.5	5.2755093E-4
0.7	6.446443E-4
0.9	6.845691E-4
1.1	7.506278E-4
1.3	8.3435513E-4
1.5	7.637665E-4
1.7	0.0010076618
1.9	9.7122684E-4
2.1	0.0011250231
2.3	0.0011074343
2.5	9.813597E-4
2.7	0.00117363
2.9	0.0011202542
3.1	0.0012202275
3.3	0.0012159186
3.5	0.0012770339
3.7	0.0012676594
3.9	0.0013915872
4.25	0.0013688112
4.75	0.0013699199
5.25	0.0014055572
5.75	0.0015605562
6.25	0.0014192461
6.75	0.0015412061
7.25	0.00150221
7.75	0.001518776
8.25	0.0015437396
8.75	0.0014087707
9.25	0.0015886917
9.75	0.0014968998
10.25	0.001512732
10.75	0.001524892
11.25	0.0015296694
11.75	0.0014993174
12.25	0.0014050873
12.75	0.0015422356
13.25	0.0014509731
13.75	0.00151848
14.25	0.0014510879
14.75	0.0015304544
15.25	0.0015216216
15.75	0.0014971577
16.25	0.001392213
16.75	0.001365137
17.25	0.0013614319
17.75	0.0013823244
18.25	0.0014055367
18.75	0.0012870794
19.25	0.0013877542
19.75	0.0013258378
20.5	0.0013031198
21.5	0.0013020592
22.5	0.0013143667
23.5	0.0012800718
24.5	0.0012557106
25.5	0.001196812
26.5	0.001204978
27.5	0.0012360899
28.5	0.001179965
29.5	0.0011731185
30.5	0.0012273673
31.5	0.0011733857
32.5	0.001189435
33.5	0.0011507389
34.5	0.0011253329
35.5	0.0011405231
36.5	0.00118391
37.5	0.0011467063
38.5	0.001122926
39.5	0.0010822066
40.5	0.0011315015
41.5	0.0010524382
42.5	0.0011057742
43.5	0.0011146299
44.5	0.0010592921
45.5	0.0010839386
46.5	0.0011030459
47.5	0.0010976907
48.5	0.0010441181
49.5	0.0011065474
50.5	0.0010960946
51.5	0.0010487718
52.5	0.0010605637
53.5	0.001079198
54.5	0.0010063193
55.5	0.0010320366
56.5	0.001104502
57.5	0.0010240366
58.5	0.0010976994
59.5	0.0010205595
